date,team_1,team_2,inverted_teams,match_id,event_id,best_of,system,t1_removed_1,t1_removed_2,t1_removed_3,t2_removed_1,t2_removed_2,t2_removed_3,t1_picked_1,t2_picked_1,left_over
2018-10-30,5POWER,ViCi,1,2328639,4202,3,123412,Overpass,Train,0.0,Dust2,Cache,0.0,Mirage,Nuke,Inferno
2018-10-29,Bravado,INTZ,1,2328506,4176,3,123412,Mirage,Cache,0.0,Nuke,Overpass,0.0,Inferno,Dust2,Train
2018-10-28,x6tence Galaxy,Fragsters,0,2328489,4174,3,123412,Dust2,Inferno,0.0,Overpass,Cache,0.0,Mirage,Train,Nuke
2018-10-28,GOSU,Ignis,0,2327975,4154,3,123412,Dust2,Cache,0.0,Overpass,Nuke,0.0,Mirage,Train,Inferno
2018-10-28,AVANGAR,Natus Vincere,1,2328209,3985,3,123412,Nuke,Overpass,0.0,Cache,Mirage,0.0,Dust2,Train,Inferno
2018-10-28,Slaughter Rage Army,2ez,1,2328405,3951,3,123412,Train,Overpass,0.0,Dust2,Mirage,0.0,Cache,Nuke,Inferno
2018-10-28,FaZe,Liquid,1,2328210,3985,3,123412,Nuke,Cache,0.0,Train,Dust2,0.0,Mirage,Inferno,Overpass
2018-10-28,x6tence Galaxy,LDLC,1,2328474,4174,3,123412,Dust2,Cache,0.0,Inferno,Mirage,0.0,Nuke,Overpass,Train
2018-10-28,Red Reserve,AGO,1,2328473,4174,3,123412,Dust2,Mirage,0.0,Nuke,Cache,0.0,Overpass,Train,Inferno
2018-10-28,FaZe,Natus Vincere,1,2328211,3985,3,123412,Nuke,Train,0.0,Cache,Inferno,0.0,Mirage,Dust2,Overpass
2018-10-28,Vexed,Tricked,1,2328458,4183,1,121212,Nuke,Dust2,Train,Overpass,Mirage,Inferno,0.0,0.0,Cache
2018-10-28,GUNRUNNERS,VENI VIDI VICI,0,2328439,4114,3,123412,Nuke,Overpass,0.0,Train,Dust2,0.0,Cache,Mirage,Inferno
2018-10-28,TeamOne,Rogue,1,2328467,4176,3,123412,Nuke,Dust2,0.0,Cache,Mirage,0.0,Train,Overpass,Inferno
2018-10-28,PACT,Vexed,0,2328459,4183,1,121212,Mirage,Dust2,Cache,Overpass,Nuke,Train,0.0,0.0,Inferno
2018-10-28,Bravado,Luminosity,1,2328465,4176,3,123412,Mirage,Train,0.0,Nuke,Dust2,0.0,Cache,Inferno,Overpass
2018-10-28,INTZ,Spacestation,1,2328464,4176,3,123412,Nuke,Overpass,0.0,Train,Inferno,0.0,Mirage,Cache,Dust2
2018-10-28,Windigo,SJ,0,2328487,4183,1,121212,Cache,Inferno,Nuke,Dust2,Mirage,Overpass,0.0,0.0,Train
2018-10-28,Grizzlys,Ghost,1,2328481,4013,3,123421,Cache,Mirage,0.0,Overpass,Nuke,0.0,Inferno,Dust2,Train
2018-10-28,INTZ,eUnited,1,2328505,4176,3,123412,Nuke,Cache,0.0,Dust2,Inferno,0.0,Train,Mirage,Overpass
2018-10-28,Bravado,Rogue,1,2328504,4176,3,123412,Overpass,Dust2,0.0,Cache,Nuke,0.0,Inferno,Train,Mirage
2018-10-28,Vireo.pro,eUnited,1,2328463,4176,3,123412,Nuke,Inferno,0.0,Dust2,Overpass,0.0,Mirage,Cache,Train
2018-10-27,Grizzlys,LiViD,0,2328442,4013,3,123421,Cache,Dust2,0.0,Inferno,Overpass,0.0,Mirage,Nuke,Train
2018-10-27,NiP,FaZe,0,2328208,3985,3,123412,Dust2,Inferno,0.0,Nuke,Cache,0.0,Overpass,Mirage,Train
2018-10-27,HellRaisers,AVANGAR,0,2328207,3985,3,123412,Dust2,Mirage,0.0,Nuke,Overpass,0.0,Inferno,Train,Cache
2018-10-27,Brute,GUNRUNNERS,1,2327736,4114,3,123412,Mirage,Dust2,0.0,Nuke,Cache,0.0,Overpass,Train,Inferno
2018-10-26,2990,Ignis,0,2327968,4154,3,123412,Nuke,Train,0.0,Mirage,Overpass,0.0,Inferno,Dust2,Cache
2018-10-26,Sad Story,Ignis,0,2327965,4154,1,121212,Nuke,Cache,Train,Mirage,Dust2,Overpass,0.0,0.0,Inferno
2018-10-26,GOSU,FrostFire,0,2327969,4154,3,123412,Nuke,Dust2,0.0,Mirage,Overpass,0.0,Inferno,Train,Cache
2018-10-26,PACT,SJ,0,2328297,3977,1,121212,Dust2,Mirage,Cache,Overpass,Train,Nuke,0.0,0.0,Inferno
2018-10-25,Unique,Atlants,1,2328397,4126,3,123421,Cache,Dust2,0.0,Inferno,Overpass,0.0,Train,Nuke,Mirage
2018-10-25,Breakaway,Grayhound,0,2327829,4082,1,112221,Cache,Nuke,Dust2,Train,Overpass,Inferno,0.0,0.0,Breakaway
2018-10-25,Tainted Minds,Legacy,1,2327831,4082,1,112221,Train,Cache,Mirage,Overpass,Nuke,Dust2,0.0,0.0,Tainted
2018-10-25,Natus Vincere,FaZe,1,2328205,3985,3,123412,Cache,Inferno,0.0,Nuke,Dust2,0.0,Train,Overpass,Mirage
2018-10-25,Ground Zero,Chiefs,0,2327830,4082,1,112221,Nuke,Inferno,Train,Overpass,Mirage,Dust2,0.0,0.0,Ground
2018-10-25,SJ,Endpoint,1,2328394,4193,3,123412,Dust2,Overpass,0.0,Train,Cache,0.0,Inferno,Mirage,Nuke
2018-10-25,forZe,Bpro,1,2328395,4193,3,123412,Cache,Dust2,0.0,Inferno,Mirage,0.0,Nuke,Train,Overpass
2018-10-25,AVANGAR,Liquid,0,2328206,3985,3,123412,Nuke,Overpass,0.0,Train,Dust2,0.0,Mirage,Inferno,Cache
2018-10-25,Bpro,SJ,1,2328410,4193,3,123412,Nuke,Cache,0.0,Mirage,Dust2,0.0,Overpass,Inferno,Train
2018-10-24,ALTERNATE aTTaX,forZe,0,2328371,4193,1,121212,Cache,Train,Mirage,Dust2,Inferno,Overpass,0.0,0.0,Nuke
2018-10-24,ORDER,Grayhound,1,2328367,4041,3,123412,Overpass,Inferno,0.0,Train,Nuke,0.0,Cache,Dust2,Mirage
2018-10-24,Legacy,Tainted Minds,1,2328368,4041,3,123412,Dust2,Overpass,0.0,Train,Cache,0.0,Mirage,Inferno,Nuke
2018-10-24,NiP,AVANGAR,0,2328202,3985,3,123412,Mirage,Inferno,0.0,Nuke,Train,0.0,Overpass,Cache,Dust2
2018-10-24,Ground Zero,Chiefs,1,2328369,4041,3,123412,Nuke,Inferno,0.0,Overpass,Dust2,0.0,Cache,Mirage,Train
2018-10-24,Swole Patrol,Liquid,1,2328203,3985,3,123412,Mirage,Cache,0.0,Train,Overpass,0.0,Nuke,Inferno,Dust2
2018-10-24,Bpro,SJ,0,2328373,4193,1,121212,Overpass,Dust2,Cache,Nuke,Inferno,Train,0.0,0.0,Mirage
2018-10-24,Bravado,Singularity,0,2328347,4131,3,123421,Mirage,Cache,0.0,Dust2,Train,0.0,Inferno,Nuke,Overpass
2018-10-24,Imperial,Endpoint,0,2328370,4193,1,121212,Cache,Train,Mirage,Dust2,Inferno,Nuke,0.0,0.0,Overpass
2018-10-24,Vexed,3DMAX,1,2328364,4183,1,121212,Dust2,Nuke,Cache,Overpass,Train,Mirage,0.0,0.0,Inferno
2018-10-24,SJ,Tricked,0,2328378,4193,1,121212,Train,Cache,Nuke,Overpass,Mirage,Dust2,0.0,0.0,Inferno
2018-10-24,forZe,Imperial,0,2328380,4193,1,121212,Cache,Train,Mirage,Inferno,Nuke,Overpass,0.0,0.0,Dust2
2018-10-24,Endpoint,ALTERNATE aTTaX,1,2328379,4193,1,121212,Nuke,Inferno,Train,Dust2,Cache,Overpass,0.0,0.0,Mirage
2018-10-24,3DMAX,PACT,0,2328365,4183,1,121212,Train,Overpass,Nuke,Dust2,Mirage,Cache,0.0,0.0,Inferno
2018-10-24,forZe,ALTERNATE aTTaX,0,2328382,4193,3,123412,Cache,Nuke,0.0,Dust2,Mirage,0.0,Inferno,Train,Overpass
2018-10-24,NiP,Swole Patrol,0,2328204,3985,3,123412,Dust2,Inferno,0.0,Mirage,Cache,0.0,Overpass,Nuke,Train
2018-10-23,Paradox,Legacy,0,2328019,4041,3,123412,Train,Overpass,0.0,Dust2,Cache,0.0,Inferno,Nuke,Mirage
2018-10-23,Chiefs,Grayhound,1,2327884,4041,3,123412,Overpass,Cache,0.0,Train,Nuke,0.0,Mirage,Inferno,Dust2
2018-10-23,Virtus.pro,Swole Patrol,1,2328197,4102,3,123412,Overpass,Inferno,0.0,Mirage,Dust2,0.0,Train,Nuke,Cache
2018-10-23,Tainted Minds,ORDER,0,2327885,4041,3,123412,Mirage,Dust2,0.0,Overpass,Train,0.0,Inferno,Nuke,Cache
2018-10-23,madlikewizards,Ground Zero,0,2328020,4041,3,123412,Nuke,Dust2,0.0,Overpass,Inferno,0.0,Cache,Train,Mirage
2018-10-23,CyberZen,TYLOO,1,2328182,4043,3,123412,Cache,Train,0.0,Nuke,Dust2,0.0,Inferno,Mirage,Overpass
2018-10-23,ENCE,FaZe,1,2328199,3985,3,123412,Cache,Overpass,0.0,Nuke,Dust2,0.0,Train,Inferno,Mirage
2018-10-23,MVP PK,CyberZen,0,2328183,4043,3,123412,Overpass,Train,0.0,Nuke,Mirage,0.0,Cache,Inferno,Dust2
2018-10-23,Fragsters,Chaos,0,2328330,4121,3,123421,Overpass,Cache,0.0,Nuke,Dust2,0.0,Train,Mirage,Inferno
2018-10-23,Natus Vincere,HellRaisers,0,2328200,3985,3,123412,Cache,Inferno,0.0,Nuke,Mirage,0.0,Train,Overpass,Dust2
2018-10-23,Sprout,3DMAX,0,2328331,4121,3,123421,Overpass,Cache,0.0,Train,Mirage,0.0,Nuke,Dust2,Inferno
2018-10-23,HellRaisers,ENCE,1,2328201,3985,3,123412,Nuke,Dust2,0.0,Cache,Inferno,0.0,Overpass,Train,Mirage
2018-10-22,Spacestation,eUnited,0,2328291,4171,3,123412,Overpass,Nuke,0.0,Dust2,Train,0.0,Cache,Mirage,Inferno
2018-10-22,Virtus.pro,5POWER,0,2328193,4102,3,123412,Inferno,Cache,0.0,Nuke,Overpass,0.0,Train,Dust2,Mirage
2018-10-22,HellRaisers,Swole Patrol,1,2328194,4102,3,123412,Nuke,Dust2,0.0,Overpass,Mirage,0.0,Inferno,Cache,Train
2018-10-22,FCDB,LDLC,0,2328155,3977,1,121212,Train,Nuke,Overpass,Inferno,Cache,Mirage,0.0,0.0,Dust2
2018-10-22,Swole Patrol,5POWER,1,2328195,4102,3,123412,Mirage,Dust2,0.0,Overpass,Train,0.0,Nuke,Inferno,Cache
2018-10-22,HellRaisers,Virtus.pro,1,2328196,4102,3,123412,Nuke,Train,0.0,Overpass,Cache,0.0,Inferno,Mirage,Dust2
2018-10-21,PANTHERS,AGO,1,2328249,4170,3,123412,Dust2,Mirage,0.0,Nuke,Cache,0.0,Overpass,Train,Inferno
2018-10-21,Imperial,FURIA Inagame,1,2328237,4057,1,121212,Dust2,Overpass,Mirage,Train,Nuke,Cache,0.0,0.0,Inferno
2018-10-21,Isurus,Imperial,0,2328262,4057,1,121212,Cache,Train,Overpass,Nuke,Mirage,Inferno,0.0,0.0,Dust2
2018-10-21,Taboo,TRIDENT,1,2328133,3483,3,123412,Inferno,Mirage,0.0,Nuke,Train,0.0,Overpass,Cache,Dust2
2018-10-21,MVP PK,Flash,1,2327877,3879,3,123421,Train,Overpass,0.0,Nuke,Inferno,0.0,Dust2,Mirage,Cache
2018-10-21,CHI DA?,Mantegos,0,2328259,4184,3,123412,Nuke,Mirage,0.0,Train,Overpass,0.0,Cache,Inferno,Dust2
2018-10-21,Sprout,Vitality,1,2328248,4170,3,123412,Overpass,Inferno,0.0,Train,Dust2,0.0,Mirage,Cache,Nuke
2018-10-21,W7M,Wild,0,2328257,4057,1,121212,Dust2,Cache,Nuke,Overpass,Train,Mirage,0.0,0.0,Inferno
2018-10-21,Valiance,LDLC,1,2328247,4170,3,123412,Overpass,Nuke,0.0,Inferno,Train,0.0,Cache,Dust2,Mirage
2018-10-21,PANTHERS,Vitality,1,2328281,4170,3,123412,Dust2,Mirage,0.0,Train,Overpass,0.0,Inferno,Nuke,Cache
2018-10-21,FURIA,eUnited,1,2328290,4171,3,123412,Dust2,Overpass,0.0,Nuke,Cache,0.0,Train,Mirage,Inferno
2018-10-21,EURONICS,Izako Boars,1,2328266,4167,3,123412,Train,Inferno,0.0,Cache,Nuke,0.0,Dust2,Mirage,Overpass
2018-10-21,Movistar Riders,Valiance,1,2328278,4045,3,123412,Dust2,Mirage,0.0,Overpass,Inferno,0.0,Nuke,Train,Cache
2018-10-21,FURIA,TeamOne,1,2328275,4171,3,123412,Dust2,Mirage,0.0,Nuke,Cache,0.0,Inferno,Train,Overpass
2018-10-20,W7M,Rude,0,2328012,4057,1,121212,Cache,Dust2,Overpass,Inferno,Mirage,Train,0.0,0.0,Nuke
2018-10-20,Taboo,madlikewizards,1,2328129,3483,1,123412,Inferno,Cache,0.0,Nuke,Dust2,0.0,Mirage,Train,Overpass
2018-10-20,TRIDENT,Breakaway,1,2328130,3483,1,121212,Nuke,Dust2,Overpass,Inferno,Train,Cache,0.0,0.0,Mirage
2018-10-20,TRIDENT,madlikewizards,1,2328131,3483,1,121212,Cache,Overpass,Dust2,Train,Nuke,Inferno,0.0,0.0,Mirage
2018-10-20,5POWER,Flash,0,2327873,3879,3,123421,Overpass,Mirage,0.0,Inferno,Nuke,0.0,Dust2,Train,Cache
2018-10-20,MVP PK,TNC,0,2327874,3879,3,123421,Overpass,Train,0.0,Nuke,Mirage,0.0,Dust2,Inferno,Cache
2018-10-20,Taboo,Breakaway,0,2328132,3483,3,123412,Inferno,Dust2,0.0,Cache,Nuke,0.0,Train,Mirage,Overpass
2018-10-20,Granit,Izako Boars,1,2328160,4167,1,121212,Mirage,Overpass,Train,Nuke,Cache,Dust2,0.0,0.0,Inferno
2018-10-20,FrostFire,BOOT-d[S],1,2327876,3879,3,123421,Dust2,Inferno,0.0,Cache,Overpass,0.0,Nuke,Train,Mirage
2018-10-20,LDLC,OpTic,0,2328185,4046,3,123412,Inferno,Nuke,0.0,Cache,Dust2,0.0,Overpass,Mirage,Train
2018-10-20,Movistar Riders,x6tence Galaxy,1,2328184,4182,3,123412,Dust2,Mirage,0.0,Overpass,Train,0.0,Cache,Inferno,Nuke
2018-10-20,FURIA Inagame,Wild,0,2328187,4057,1,121212,Train,Mirage,Nuke,Overpass,Cache,Inferno,0.0,0.0,Dust2
2018-10-20,HAVU,Minttu,0,2328192,4179,3,123412,Inferno,Overpass,0.0,Mirage,Nuke,0.0,Dust2,Cache,Train
2018-10-20,INTZ.Home,W7M,0,2328221,4057,1,121212,Inferno,Train,Nuke,Cache,Dust2,Overpass,0.0,0.0,Mirage
2018-10-20,INTZ.Home,Isurus,0,2328254,4057,1,121212,Inferno,Nuke,Mirage,Cache,Overpass,Dust2,0.0,0.0,Train
2018-10-19,FrostFire,Revolution,0,2327872,3879,3,123421,Dust2,Inferno,0.0,Nuke,Overpass,0.0,Train,Cache,Mirage
2018-10-19,Bragantino,Bulldozer,1,2328055,4157,3,123412,Dust2,Nuke,0.0,Inferno,Mirage,0.0,Overpass,Cache,Train
2018-10-19,SCARZ Absolute,D13,1,2327866,3879,3,123421,Inferno,Dust2,0.0,Mirage,Overpass,0.0,Cache,Train,Nuke
2018-10-19,Flash,Beyond,0,2327870,3879,3,123421,Nuke,Dust2,0.0,Inferno,Overpass,0.0,Mirage,Cache,Train
2018-10-19,ViCi,5POWER,0,2328170,4178,3,123412,Mirage,Dust2,0.0,Overpass,Train,0.0,Nuke,Cache,Inferno
2018-10-19,GOSU,TYLOO,0,2328063,4043,3,123412,Dust2,Overpass,0.0,Nuke,Train,0.0,Cache,Mirage,Inferno
2018-10-19,EHOME,5POWER,0,2328169,4178,3,123412,Cache,Nuke,0.0,Overpass,Train,0.0,Inferno,Dust2,Mirage
2018-10-19,TNC,XCN,1,2327871,3879,3,123421,Overpass,Nuke,0.0,Cache,Mirage,0.0,Inferno,Train,Dust2
2018-10-19,OpTic,ENCE,1,2328145,4046,3,123412,Cache,Dust2,0.0,Inferno,Overpass,0.0,Nuke,Train,Mirage
2018-10-19,Gamdias,FURIA Inagame,1,2328009,4057,1,121212,Inferno,Mirage,Nuke,Cache,Train,Dust2,0.0,0.0,Overpass
2018-10-19,INTZ.Home,Imperial,0,2328011,4057,1,121212,Train,Inferno,Nuke,Dust2,Mirage,Cache,0.0,0.0,Overpass
2018-10-19,Wild,Isurus,1,2328010,4057,1,121212,Overpass,Train,Mirage,Cache,Dust2,Nuke,0.0,0.0,Inferno
2018-10-19,Minttu,SJ,0,2328181,4179,3,123412,Mirage,Cache,0.0,Dust2,Nuke,0.0,Train,Inferno,Overpass
2018-10-19,Flash,CyberZen,1,2328064,4043,3,123412,Nuke,Train,0.0,Cache,Dust2,0.0,Mirage,Inferno,Overpass
2018-10-18,Tainted Minds,Ground Zero,0,2327828,4082,1,112221,Train,Mirage,Nuke,Inferno,Dust2,Cache,0.0,0.0,Tainted
2018-10-18,Spacestation,Infamous,0,2328062,4052,3,123421,Mirage,Train,0.0,Dust2,Overpass,0.0,Nuke,Inferno,Cache
2018-10-18,5POWER,D13,0,2327855,3879,1,121212,Overpass,Nuke,Train,Cache,Mirage,Dust2,0.0,0.0,Inferno
2018-10-18,Beyond,Flash,0,2327858,3879,1,121212,Inferno,Overpass,Mirage,Nuke,Cache,Dust2,0.0,0.0,Train
2018-10-18,Revolution,MVP PK,1,2327859,3879,1,121212,Inferno,Overpass,Dust2,Mirage,Cache,Train,0.0,0.0,Nuke
2018-10-18,Legacy,Breakaway,1,2327826,4082,1,112221,Inferno,Dust2,Overpass,Cache,Train,Nuke,0.0,0.0,Legacy
2018-10-18,BOOT-d[S],XCN,0,2327861,3879,1,121212,Dust2,Inferno,Overpass,Cache,Nuke,Mirage,0.0,0.0,Train
2018-10-18,FrostFire,OpTic India,0,2327860,3879,1,121412,Overpass,Inferno,Dust2,Mirage,Cache,0.0,0.0,Train,Nuke
2018-10-18,Flash,Chiefs,1,2327863,3879,1,121212,Nuke,Train,Cache,Dust2,Overpass,Mirage,0.0,0.0,Inferno
2018-10-18,BOOT-d[S],TNC,1,2327865,3879,1,121212,Overpass,Dust2,Cache,Nuke,Train,Inferno,0.0,0.0,Mirage
2018-10-18,MVP PK,FrostFire,0,2327864,3879,1,121212,Train,Cache,Overpass,Inferno,Dust2,Nuke,0.0,0.0,Mirage
2018-10-18,PG BarracX,BOOM,0,2328018,4064,3,123412,Nuke,Inferno,0.0,Overpass,Dust2,0.0,Cache,Train,Mirage
2018-10-18,LDLC,Heroic,1,2328023,4046,3,123412,Inferno,Mirage,0.0,Overpass,Cache,0.0,Dust2,Nuke,Train
2018-10-18,Epsilon,Bpro,0,2328137,4100,3,123412,Dust2,Nuke,0.0,Cache,Inferno,0.0,Mirage,Overpass,Train
2018-10-18,GoldenGitte,Bpro,1,2328039,3946,3,123412,Dust2,Mirage,0.0,Cache,Nuke,0.0,Inferno,Train,Overpass
2018-10-17,Epsilon,Tricked,1,2328037,4100,3,123412,Nuke,Dust2,0.0,Overpass,Inferno,0.0,Mirage,Train,Cache
2018-10-17,FURIA Inagame,DETONA,1,2327978,4105,3,123412,Train,Nuke,0.0,Overpass,Dust2,0.0,Inferno,Cache,Mirage
2018-10-17,PG BarracX,The Prime,0,2328016,4064,3,123412,Nuke,Dust2,0.0,Train,Overpass,0.0,Cache,Inferno,Mirage
2018-10-17,Imperial,ENCE,1,2327906,4046,3,123412,Nuke,Inferno,0.0,Cache,Overpass,0.0,Mirage,Dust2,Train
2018-10-17,LDLC,Movistar Riders,0,2328034,4045,3,123412,Inferno,Nuke,0.0,Dust2,Train,0.0,Overpass,Cache,Mirage
2018-10-17,Bpro,Vexed,0,2328038,4100,3,123412,Inferno,Nuke,0.0,Overpass,Cache,0.0,Dust2,Mirage,Train
2018-10-17,Squared,Ignite,1,2328065,4111,3,123412,Nuke,Dust2,0.0,Cache,Mirage,0.0,Overpass,Inferno,Train
2018-10-16,LDLC,G2,1,2327905,4046,3,123412,Inferno,Cache,0.0,Train,Mirage,0.0,Overpass,Dust2,Nuke
2018-10-16,madlikewizards,Tainted Minds,1,2327882,4041,3,123412,Dust2,Nuke,0.0,Train,Overpass,0.0,Mirage,Inferno,Cache
2018-10-16,Ground Zero,ORDER,0,2327883,4041,3,123412,Cache,Train,0.0,Overpass,Nuke,0.0,Mirage,Inferno,Dust2
2018-10-16,Isurus,Imperial,0,2327907,4008,3,123412,Cache,Train,0.0,Nuke,Dust2,0.0,Overpass,Inferno,Mirage
2018-10-16,Izako Boars,Vexed,1,2327984,4100,3,123412,Nuke,Cache,0.0,Overpass,Dust2,0.0,Inferno,Mirage,Train
2018-10-16,DreamEaters,LDLC,1,2327741,3977,1,121212,Overpass,Dust2,Nuke,Inferno,Cache,Mirage,0.0,0.0,Train
2018-10-16,Vitality,OpTic,1,2327899,4046,3,123412,Train,Dust2,0.0,Cache,Inferno,0.0,Overpass,Nuke,Mirage
2018-10-15,EURONICS,Great Danes,0,2327977,4051,3,123412,Train,Inferno,0.0,Cache,Nuke,0.0,Dust2,Mirage,Overpass
2018-10-15,Red Reserve,Heroic,0,2327904,4046,3,123412,Nuke,Mirage,0.0,Cache,Overpass,0.0,Train,Dust2,Inferno
2018-10-15,SJ,Tricked,0,2327940,4100,3,123412,Nuke,Cache,0.0,Overpass,Dust2,0.0,Mirage,Train,Inferno
2018-10-15,HAVU,Bpro,1,2327939,4100,3,123412,Inferno,Cache,0.0,Nuke,Dust2,0.0,Train,Overpass,Mirage
2018-10-15,Spacestation,Fam143,1,2327740,4052,3,123421,Mirage,Cache,0.0,Train,Overpass,0.0,Dust2,Inferno,Nuke
2018-10-14,madlikewizards,Chiefs,1,2327924,4158,3,123412,Nuke,Dust2,0.0,Overpass,Inferno,0.0,Cache,Train,Mirage
2018-10-14,Chiefs,ORDER,0,2327909,4158,1,121212,Dust2,Cache,Inferno,Overpass,Train,Nuke,0.0,0.0,Mirage
2018-10-14,Ground Zero,Chiefs,0,2327910,4158,1,121212,Mirage,Dust2,Nuke,Overpass,Cache,Train,0.0,0.0,Inferno
2018-10-14,ORDER,Ground Zero,0,2327913,4158,1,121212,Overpass,Dust2,Train,Cache,Inferno,Nuke,0.0,0.0,Mirage
2018-10-14,Emprox,madlikewizards,0,2327921,4158,1,121212,Cache,Inferno,Mirage,Train,Dust2,Nuke,0.0,0.0,Overpass
2018-10-14,madlikewizards,Breakaway,0,2327922,4158,1,121212,Overpass,Inferno,Dust2,Cache,Train,Nuke,0.0,0.0,Mirage
2018-10-14,Breakaway,Emprox,0,2327918,4158,1,121212,Train,Dust2,Nuke,Cache,Overpass,Mirage,0.0,0.0,Inferno
2018-10-14,Lucid Dream,Alpha Red,0,2327880,4063,3,123412,Nuke,Train,0.0,Overpass,Dust2,0.0,Cache,Inferno,Mirage
2018-10-14,ORDER,Breakaway,1,2327925,4158,3,124312,Overpass,Train,0.0,Cache,Nuke,0.0,Mirage,Dust2,Inferno
2018-10-14,Breakaway,madlikewizards,1,2327931,4158,1,121212,Train,Cache,Nuke,Overpass,Dust2,Inferno,0.0,0.0,Mirage
2018-10-14,LDLC,Epsilon,0,2327815,3987,3,123412,Inferno,Cache,0.0,Nuke,Train,0.0,Dust2,Mirage,Overpass
2018-10-14,Legacy,Chiefs,1,2327929,4041,3,123412,Dust2,Inferno,0.0,Overpass,Cache,0.0,Train,Nuke,Mirage
2018-10-14,MVP PK,ViCi,1,2327927,4043,3,123412,Train,Overpass,0.0,Nuke,Mirage,0.0,Dust2,Inferno,Cache
2018-10-14,OpTic India,Slaughter Rage Army,0,2327837,3951,3,123412,Mirage,Cache,0.0,Overpass,Train,0.0,Nuke,Dust2,Inferno
2018-10-13,Great Danes,Tricked,1,2327901,4119,3,123412,Nuke,Cache,0.0,Overpass,Dust2,0.0,Mirage,Train,Inferno
2018-10-13,Epsilon,LDLC,1,2327811,3987,1,121212,Nuke,Dust2,Train,Inferno,Cache,Mirage,0.0,0.0,Overpass
2018-10-13,ALTERNATE aTTaX,AGO,1,2327812,3987,1,121212,Cache,Dust2,Mirage,Nuke,Overpass,Inferno,0.0,0.0,Train
2018-10-13,OpTic India,2ez,0,2327835,3951,3,123412,Mirage,Train,0.0,Dust2,Cache,0.0,Nuke,Inferno,Overpass
2018-10-13,ALTERNATE aTTaX,LDLC,1,2327813,3987,3,123412,Cache,Dust2,0.0,Inferno,Train,0.0,Mirage,Nuke,Overpass
2018-10-13,OpTic,ENCE,0,2327386,3891,3,123412,Train,Dust2,0.0,Overpass,Nuke,0.0,Mirage,Cache,Inferno
2018-10-13,Brutality,Slaughter Rage Army,0,2327836,3951,3,123412,Train,Nuke,0.0,Overpass,Mirage,0.0,Cache,Dust2,Inferno
2018-10-13,Epsilon,AGO,0,2327814,3987,3,123412,Dust2,Cache,0.0,Nuke,Overpass,0.0,Mirage,Train,Inferno
2018-10-13,Vega Squadron,NRG,0,2327387,3891,3,123412,Nuke,Train,0.0,Dust2,Cache,0.0,Mirage,Overpass,Inferno
2018-10-12,Renegades,OpTic,1,2327382,3891,3,123412,Nuke,Overpass,0.0,Cache,Train,0.0,Dust2,Inferno,Mirage
2018-10-12,Izako Boars,Kinguin,1,2327817,4116,3,123412,Nuke,Dust2,0.0,Inferno,Mirage,0.0,Overpass,Cache,Train
2018-10-12,PACT,AGO,1,2327818,4116,3,123412,Dust2,Cache,0.0,Nuke,Mirage,0.0,Overpass,Inferno,Train
2018-10-12,PACT,Kinguin,1,2327819,4116,3,123412,Dust2,Mirage,0.0,Inferno,Train,0.0,Overpass,Cache,Nuke
2018-10-12,BIG,ENCE,1,2327383,3891,3,123412,Mirage,Inferno,0.0,Cache,Dust2,0.0,Overpass,Nuke,Train
2018-10-12,Ignite,Tricked,1,2327886,4119,1,121212,Cache,Mirage,Inferno,Nuke,Dust2,Overpass,0.0,0.0,Train
2018-10-12,Jordan's Money Crew,Tricked,1,2327888,4119,1,121212,Train,Nuke,Dust2,Cache,Overpass,Inferno,0.0,0.0,Mirage
2018-10-12,Fragsters,Vega Squadron,1,2327384,3891,3,123412,Mirage,Overpass,0.0,Nuke,Train,0.0,Dust2,Cache,Inferno
2018-10-12,Great Danes,Ambush,1,2327891,4119,1,121212,Nuke,Train,Inferno,Mirage,Cache,Overpass,0.0,0.0,Dust2
2018-10-12,North,NRG,1,2327385,3891,3,123412,Cache,Mirage,0.0,Dust2,Nuke,0.0,Train,Overpass,Inferno
2018-10-12,Jordan's Money Crew,Ignite,1,2327890,4119,1,121212,Nuke,Train,Dust2,Mirage,Overpass,Cache,0.0,0.0,Inferno
2018-10-12,Bpro,HAVU,0,2327734,3946,3,123412,Nuke,Cache,0.0,Inferno,Dust2,0.0,Overpass,Train,Mirage
2018-10-11,TeamOne,Mythic,0,2327319,4052,3,123421,Dust2,Inferno,0.0,Overpass,Nuke,0.0,Train,Cache,Mirage
2018-10-11,Isurus,Vault,0,2327804,3875,3,123412,Cache,Overpass,0.0,Dust2,Mirage,0.0,Nuke,Train,Inferno
2018-10-11,Legacy,Chiefs,0,2327823,4082,1,112221,Inferno,Dust2,Mirage,Overpass,Cache,Train,0.0,0.0,Legacy
2018-10-11,Tainted Minds,Breakaway,1,2327824,4082,1,112221,Train,Mirage,Overpass,Cache,Nuke,Dust2,0.0,0.0,Tainted
2018-10-11,Grayhound,Ground Zero,1,2327825,4082,1,112221,Train,Dust2,Nuke,Overpass,Mirage,Inferno,0.0,0.0,Grayhound
2018-10-11,EURONICS,Ambush,0,2327846,4051,3,123412,Nuke,Train,0.0,Cache,Inferno,0.0,Dust2,Overpass,Mirage
2018-10-10,HellRaisers,CyberZen,1,2327376,3891,1,121212,Nuke,Inferno,Mirage,Cache,Train,Dust2,0.0,0.0,Overpass
