danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,explicit,popularity,track_name,track_artist,track_id
0.406,0.378,11,-5.68,0,0.0279,0.428,2.78e-06,0.372,0.471,94.446,197933,False,6,Y Volvere,Mariachi Vargas De Tecalitlán,56yLnVN3O2MmJ0NPJO947p
0.421,0.339,10,-8.045,1,0.0294,0.775,0.0,0.391,0.587,92.831,93067,False,2,Sabor A Mi,Mariachi Vargas De Tecalitlán,6GhQ6TnX2Xe3aFZeMy9NUQ
0.409,0.477,7,-8.713,1,0.03,0.823,5.6e-06,0.599,0.544,94.57,88173,False,1,Usted,Mariachi Vargas De Tecalitlán,5IAv1jqwAYL6GMKtAD5uB8
0.235,0.534,9,-4.176,0,0.0346,0.817,0.0,0.36,0.252,87.545,178653,False,1,No Se Tu,Mariachi Vargas De Tecalitlán,5LYPGz7ylzOGWezYugNS34
0.242,0.426,7,-6.971,1,0.0312,0.821,3.29e-06,0.338,0.291,110.266,280893,False,6,Por Ti Volare,Mariachi Vargas De Tecalitlán,15hyMqoNsVbBNXR3XhKLrC
0.429,0.486,7,-6.712,1,0.0293,0.615,0.0,0.255,0.438,105.199,204440,False,2,Cien Años,Mariachi Vargas De Tecalitlán,5fO3yoSmlZJAfsReM9Mn6R
0.181,0.477,9,-6.727,1,0.0414,0.85,0.0,0.253,0.441,202.024,182973,False,1,Que Seas Feliz,Mariachi Vargas De Tecalitlán,4ciYqfIlonmaBeGD2dKS58
0.33,0.508,0,-6.027,1,0.0291,0.794,1.01e-05,0.237,0.292,96.148,190773,False,2,Motivos,Mariachi Vargas De Tecalitlán,7EnQcJIOjBUAWZcCfBa13w
0.325,0.553,5,-5.528,0,0.0304,0.782,0.00017,0.162,0.572,143.085,200853,False,1,El Andariego,Mariachi Vargas De Tecalitlán,66xVw9SKn0A3pdQzII6fj0
0.245,0.461,10,-7.044,1,0.0305,0.911,0.000191,0.337,0.469,94.628,240733,False,1,Echame A Mi La Culpa,Mariachi Vargas De Tecalitlán,0eDjBrfQqniktxC3T4LGg6
0.213,0.536,9,-6.038,1,0.0339,0.93,0.000658,0.108,0.367,89.96,227627,False,1,Flor Del Viento,Mariachi Vargas De Tecalitlán,3qV8lLEaM1iJcBWp3Yza5e
0.271,0.743,2,-5.646,0,0.0444,0.708,3.18e-06,0.356,0.329,86.321,176280,False,1,El Fandango Aqui,Mariachi Vargas De Tecalitlán,7HFiHwZc9RWDcsFI7xzaTE
0.369,0.547,4,-5.653,0,0.0364,0.925,9.73e-05,0.415,0.552,119.936,165213,False,2,No Te Detengas,Mariachi Vargas De Tecalitlán,0DuGx9OrhrHH2TCFl87igK
0.332,0.723,0,-4.203,1,0.0376,0.428,1.81e-06,0.131,0.613,88.378,231960,False,1,El Viajero,Mariachi Vargas De Tecalitlán,5g4sPfb1Kf83u19ABPoXzu
0.677,0.755,10,-5.579,0,0.0529,0.247,0.000878,0.0534,0.91,138.005,356907,False,6,Arroz Con Habichuela,El Gran Combo De Puerto Rico,1K1Pwz0malHmjLH8xxtiJW
0.751,0.753,5,-3.181,0,0.0383,0.505,0.0,0.05,0.94,95.999,269627,False,3,Hasta Que Vuelvas,Oscar D'León,17CuA6g4fhMftMi3bW6BjJ
0.731,0.9,0,-3.229,1,0.0329,0.317,0.000274,0.0248,0.966,94.418,227093,False,5,Sin Salsa No Hay Paraíso,El Gran Combo De Puerto Rico,0Z8zIGI2GTMb7Yewrld81I
0.731,0.769,4,-3.619,0,0.037,0.237,0.000713,0.0525,0.824,171.916,257333,False,3,Quiéreme,Oscar D'León,4gR8Pu5jsdzEUFN42BOs15
0.633,0.771,8,-3.775,1,0.0601,0.409,0.0,0.0382,0.962,99.988,320507,False,3,Mi Gorda Bonita,El Gran Combo De Puerto Rico,4XCEVXOqtxVM0VqPKq5ICY
0.797,0.882,4,-3.118,0,0.0538,0.52,9.94e-06,0.0772,0.691,100.039,255920,False,2,El Regalito,Oscar D'León,3rKmAYAOlk8Y5Eru5qfFHJ
0.751,0.77,10,-5.453,0,0.0472,0.399,0.0,0.13,0.964,99.607,276907,False,3,Si la Ves por Ahí,El Gran Combo De Puerto Rico,2GBbUytB5B48wGY7K9odlT
0.647,0.643,2,-3.863,0,0.0329,0.463,0.0,0.0606,0.584,109.924,250813,False,2,Punto Final,Oscar D'León,1B4xmfXbjaVkKARHUqxVYP
0.647,0.702,10,-4.674,0,0.0387,0.328,0.0,0.174,0.977,91.942,281813,False,3,Achilipú,El Gran Combo De Puerto Rico,4lPcDZTO0iluutewnLaiBk
0.788,0.913,8,-3.887,1,0.0421,0.383,8.8e-06,0.0679,0.961,97.551,216187,False,4,Enamoraito,Oscar D'León,7aAJNBfF6a5vpmBnt5x445
0.547,0.478,0,-8.132,1,0.0381,0.094,0.000868,0.0834,0.611,153.377,240000,False,14,Let It Be,Alex Alavi,3FyU3KJW6HeamV1qpi73bR
0.352,0.402,7,-13.893,1,0.0349,0.0103,0.491,0.0739,0.0383,52.871,195270,False,3,Twin Hemispheres,Pilot Cloud,1IQEFhtaUdRKlHreePO6mI
0.412,0.486,7,-11.255,1,0.0289,0.198,0.839,0.0937,0.374,75.962,198859,False,3,A World Apart,Pilot Cloud,0ID4zyysL3SnzK4Rx2pIxr
0.559,0.359,9,-12.931,1,0.0401,0.00161,0.791,0.0539,0.174,119.866,156066,False,3,Return to the Stars,Pilot Cloud,3eTin1K6L1zQIWQD44vJmh
0.287,0.531,9,-12.102,1,0.0305,1.41e-05,0.111,0.114,0.518,154.558,198221,False,3,So Long,Pilot Cloud,0sagfuQpZvgvrGI0hsBdgS
0.303,0.375,9,-15.068,1,0.0397,0.482,0.373,0.427,0.27,136.126,153512,False,3,The Emigration Dream,Pilot Cloud,3YZjIeO6vaHZoCf7UMxcpe
0.527,0.497,0,-13.389,0,0.03,0.00299,0.846,0.11,0.464,130.98,212975,False,3,Still Life,Pilot Cloud,5wKiQDiuw8w5oyBSDruggj
0.449,0.408,0,-18.532,1,0.069,0.913,0.0,0.486,0.611,66.18,131712,False,3,Binary Road,Pilot Cloud,0uy2qEXWTEXnp4Xc5DPemI
0.112,0.552,7,-11.057,1,0.0384,0.00182,0.883,0.169,0.259,69.377,199522,False,3,The Guardians,Pilot Cloud,4j1bJjDRoDKW4Y0S6UlpEk
0.617,0.556,7,-16.852,1,0.209,0.917,0.0333,0.779,0.191,120.711,87899,False,3,Dark Nebula,Pilot Cloud,5QhJ0kkOLKDoLbCNeazSTM
0.4,0.44,9,-12.043,1,0.0267,0.00237,0.859,0.175,0.317,76.901,247663,False,3,Erase the Path,Pilot Cloud,1IqQzRCr6JwhRNPvfG5rQq
0.454,0.494,7,-11.609,1,0.0257,1.74e-05,0.259,0.0479,0.47,75.048,320301,False,3,The Sky Never Ends,Pilot Cloud,61k6C6DHyoyo6k4llDjAoY
0.579,0.588,1,-7.909,1,0.0445,0.0353,0.0,0.285,0.24,119.885,258307,False,3,Mattress Music,Marques Houston,6ebIWsHnUFD7pXMZUrz7OZ
0.611,0.688,4,-6.248,1,0.0925,0.00132,0.0,0.272,0.654,140.722,224640,False,4,Pullin' On Her Hair,Marques Houston,4NFgugZcrhz2yFHURoaIB7
0.818,0.463,10,-8.159,0,0.0803,0.175,0.0,0.0624,0.598,156.985,216573,False,2,Kickin And Screamin,Marques Houston,6T1kIWpvgJjdxgobKfKPti
0.779,0.416,7,-7.334,0,0.0401,0.167,0.0,0.1,0.476,118.536,198147,False,3,Mess,Marques Houston,3BwsqZHYMZx84EtaBBBDzx
0.656,0.552,2,-7.21,1,0.034,0.0046,0.0,0.119,0.38,108.603,278253,False,4,Noize,Marques Houston,3r8IIejc9BtEW0AegetFr6
0.664,0.68,7,-5.626,1,0.123,0.0156,0.0,0.1,0.591,159.006,204227,False,2,Swag Sex,Marques Houston,1AAsJ9RGGU2Jw6bnEeMIjg
0.477,0.595,11,-6.51,1,0.177,0.449,0.0,0.168,0.6,129.845,241667,False,2,He Ain't Me,Marques Houston,455nbOgEFbaBzlvtQbgifg
0.635,0.601,0,-8.183,1,0.132,0.187,0.0,0.24,0.202,122.9,222467,False,2,High Notes,Marques Houston,4TfMk3S3qyl9ZJeTGsxSLD
0.707,0.619,10,-6.571,1,0.101,0.0371,0.0,0.0674,0.834,136.003,213253,False,2,Ghetto Angel,Marques Houston,7dR4iYtsuSMmAQtSgr7XSR
0.536,0.534,4,-7.004,1,0.0523,0.273,0.0,0.33,0.398,123.327,247813,False,1,Explosion,Marques Houston,7ltAtbWuI1NvRAEunluZjf
0.506,0.494,10,-9.314,1,0.0494,0.0423,0.0,0.354,0.121,108.241,250961,False,2,Waterfall,Marques Houston,6UewMfCsebggVcr1uXhdOl
0.497,0.874,10,-5.086,0,0.0542,0.000697,0.846,0.545,0.629,170.08,202412,False,4,Sahar,Lugosi Smile,19kWSrNTIH6JcePmSPwdDR
0.475,0.483,1,-8.47,1,0.0323,0.00136,0.919,0.0652,0.456,78.434,216228,False,12,Ila Nimar,Lugosi Smile,3PqsBMVfdqXE64wrVA3Q1i
0.659,0.868,9,-6.711,1,0.0431,0.00691,0.903,0.0961,0.674,74.997,246400,False,4,Channeling,Lugosi Smile,2frOUGtXi8KTynYdxSONNq
0.535,0.193,9,-12.964,1,0.0346,0.873,0.0,0.167,0.419,149.815,188565,False,14,"""Once You Meet Someone, You Never Really Forget Them"" - Acoustic Version",The Zheroes,701JUA6oOLOLbUqeskgGf6
0.482,0.584,3,-12.154,1,0.189,0.19,0.0,0.742,0.551,122.829,172093,False,2,Family Circle,Mighty Clouds Of Joy,5jn0X4195KjIVXCRn4WmrS
0.373,0.496,6,-13.588,1,0.0627,0.956,5.96e-06,0.204,0.351,131.947,158067,False,1,Ain't Got Long Here - Single Version,Mighty Clouds Of Joy,68LGie6N9vS4g7MCgwbX2x
0.385,0.452,1,-14.339,1,0.0561,0.675,0.0,0.262,0.57,101.874,136107,False,0,None But The Righteous - Single Version,Mighty Clouds Of Joy,44muFqz3O7ugbclMRtHjxX
0.301,0.503,0,-13.43,1,0.0483,0.512,0.0,0.919,0.402,80.013,459627,False,1,A Bright Side (Sermonette),Mighty Clouds Of Joy,3gX6cmnsPJTgSGdrbluxVI
0.519,0.484,5,-12.548,1,0.165,0.212,0.0,0.0571,0.594,116.469,175467,False,11,Glory Hallelujah,Mighty Clouds Of Joy,08vGv2y8lJYC6KEJFHLEe1
0.313,0.445,2,-12.058,1,0.0414,0.51,0.0,0.318,0.612,83.879,181200,False,4,Nearer To Thee,Mighty Clouds Of Joy,2QuGcLh0FLNsbGiG9VQkX9
0.412,0.538,11,-13.239,1,0.0329,0.271,0.0,0.353,0.659,97.939,182040,False,1,"I'll Go, Pt. 2 - Single Version",Mighty Clouds Of Joy,741TTtuIO38NXj5RZkomaQ
0.339,0.36,10,-12.01,1,0.0284,0.461,4.15e-06,0.12,0.544,93.484,156867,False,1,A Friend In Jesus,Mighty Clouds Of Joy,6DfQ89hNBh0KmXXZC02P9j
0.652,0.408,0,-13.209,1,0.0337,0.418,0.0,0.491,0.801,121.661,128733,False,0,Nobody Can Turn Me Around - Single Version,Mighty Clouds Of Joy,5oxN5ebugNiKxvSKp9Cqqp
0.384,0.175,10,-16.265,1,0.0344,0.506,0.0,0.121,0.457,121.828,200760,False,0,He's Able - Single Version,Mighty Clouds Of Joy,0ewbw22QtJ9dsdGsAOMdOH
0.471,0.304,0,-14.369,1,0.0318,0.48,0.0,0.0935,0.506,92.851,165400,False,0,"Swing Low, Sweet Chariot - Single Version",Mighty Clouds Of Joy,7hSvCdZN6SxHx0GMtZSidf
0.759,0.21,9,-13.334,0,0.0875,0.908,0.725,0.107,0.136,139.992,216000,False,15,Let Go,Isaiah Mathew,51IMmmJv62MsHWtJ8bodU5
0.74,0.672,6,-5.279,0,0.262,0.0926,0.0,0.326,0.595,140.02,194743,True,1,Thug Brothers,Black Da Runna,6yQgSMFvUqkVf8ZYw3VPNs
0.491,0.529,5,-9.502,0,0.357,0.000363,0.0,0.379,0.22,86.537,199088,True,0,Fucking With Me,Black Da Runna,7gHJSF0MUK3SiqwR15BCLl
0.723,0.417,1,-10.844,1,0.192,0.014,0.0,0.285,0.105,123.039,140551,True,3,Overkill,Black Da Runna,0PWZIkqosqwj1siu2MEDcN
0.708,0.571,11,-5.576,0,0.118,0.0474,0.0,0.22,0.198,73.498,186227,True,7,Lonely Thoughts,Black Da Runna,2oGp9AUbzPPV0AbXhQjyz5
0.818,0.647,4,-9.307,0,0.247,0.025,0.0,0.259,0.397,118.041,213347,True,1,Dope,Black Da Runna,0lR89wEZ1zyRO5TLSIK89H
0.668,0.689,2,-5.443,0,0.0442,0.538,0.0,0.111,0.556,120.174,194064,True,1,New Money,Black Da Runna,4l6ex7t87RhExQuwB1q8Oy
0.945,0.35,10,-12.706,0,0.489,0.000642,0.0,0.115,0.162,128.057,159730,True,7,UhHuh,Black Da Runna,30HUa8qqjVe0pBhRNtjtYY
0.729,0.403,5,-12.084,1,0.408,0.0695,0.0,0.434,0.216,136.062,198034,True,2,Cold World,Black Da Runna,5YpSRC9nyfiizVuHFvcY3J
0.863,0.416,2,-12.253,1,0.415,0.265,0.0,0.156,0.409,128.008,226664,True,1,Point Blank,Black Da Runna,7uEMIlVOzUESLfh6YBo6hO
0.487,0.624,8,-8.065,1,0.389,0.0112,0.0,0.342,0.275,124.89,206540,True,0,Reality,Black Da Runna,7GVOKH57KWPCohlPtkja5h
0.688,0.509,11,-13.777,0,0.0678,0.166,0.0,0.114,0.536,127.933,147115,True,3,Pink Rose,Black Da Runna,6lWqmsLEaMMDrFQRSyqBQC
0.789,0.693,11,-10.237,1,0.0898,0.00394,0.000226,0.141,0.26,130.02,112327,True,2,375 Flow,Black Da Runna,6qK0AY8My2E4NG91RLdEQb
0.703,0.457,2,-10.093,0,0.0886,0.113,0.0,0.167,0.147,127.882,162555,True,0,Break One,Black Da Runna,7jLb8373P1q3EAVjOgVmk6
0.878,0.306,0,-14.937,1,0.474,0.0776,0.0,0.102,0.225,129.938,251232,True,2,Pop My Shit,Black Da Runna,3FFDz8FSxTG8Bs4eESRg1f
0.762,0.735,5,-4.241,0,0.117,0.213,0.0,0.358,0.632,128.0,188944,True,0,Nice Life,Black Da Runna,7eWxQptO2bMdnIfAUyuh9m
0.655,0.728,9,-6.788,1,0.279,0.000863,0.000118,0.091,0.678,171.869,235362,True,15,Rosana,Wax,0hcl1sNgdaFIT9d4wgBeFS
0.332,0.275,8,-15.576,0,0.0343,0.875,0.932,0.131,0.0715,75.076,167750,False,14,Life,Daniel Eli Sanchez,51U2hhoCTNuBr36XKXhm9J
0.535,0.825,11,-0.943,1,0.363,0.0906,0.0,0.311,0.242,180.235,189677,True,14,Fried Chicken,Jito,0xkJa2WqhkJkFGWGVHyleb
0.744,0.63,5,-11.539,0,0.425,0.361,0.0,0.336,0.653,123.917,239073,True,14,Cocaine,Ksl,5jg0CFhgsG1YCnJOBxStGj
0.549,0.801,10,-5.282,1,0.0308,0.269,2.1e-06,0.149,0.867,170.665,183761,False,14,Como Te Va Mi Amor,Marcos Orozco,5let2oiNFMnBIhM8twGbT7
0.688,0.454,0,-6.643,1,0.029,0.266,3.62e-05,0.116,0.368,118.035,228242,False,15,Pink Rabbits,Caitlin Rose,62u7tZ880wCHy1Y23Y61Kj
0.803,0.651,10,-9.319,0,0.257,0.0434,0.0,0.151,0.526,101.016,102475,True,14,Wasted Time,GOE,26XP3t3RrK8palQtOhWQRm
0.629,0.488,0,-13.778,1,0.0737,0.0251,0.79,0.235,0.946,84.423,100680,True,0,Puff's Intro,Mase,7xN6yg2Vz8IeieEFlLaCeK
0.745,0.687,11,-7.853,0,0.233,0.0202,0.0,0.105,0.764,99.322,229667,True,1,Do You Wanna Get $ [feat. Puff Daddy],Mase,3uFOvGwodcMhnJisWUQeSc
0.785,0.711,6,-4.179,1,0.221,0.174,1.65e-05,0.0419,0.895,87.049,225720,True,0,Take What's Yours [feat. DMX],Mase,4e1SMChnogiBFeEMZwqWQM
0.749,0.455,9,-11.998,0,0.949,0.678,0.0,0.463,0.786,105.264,73560,True,0,Mad Rapper [Interlude],Mase,3dReM8W8YIxyBxy9jlTpnD
0.655,0.736,2,-7.297,1,0.385,0.106,0.0,0.24,0.721,102.771,244600,True,0,Will They Die For You? [feat. Puff Daddy & Lil' Kim],Mase,16CIhFDYzTHLFPPio85WTf
0.743,0.516,11,-8.27,0,0.397,0.028,1.89e-05,0.273,0.614,188.247,255160,True,4,Lookin' At Me [feat. Puff Daddy],Mase,3IIutsAd36YVVBdNXMCHEI
0.659,0.483,6,-22.333,0,0.611,0.813,0.0,0.892,0.0473,102.731,52640,True,0,White Girl [Interlude],Mase,3GNyk1DYpMrE2z2KuDlDRB
0.796,0.712,11,-7.91,0,0.232,0.0758,0.0,0.627,0.582,108.551,192187,True,0,Love U So [feat. Billy Lawrence],Mase,74IPdXRaG00CnHdwm40kIh
0.892,0.63,7,-7.743,1,0.283,0.0108,1.95e-06,0.128,0.536,91.895,253693,True,1,The Player Way [feat. 8Ball & MJG],Mase,5RmYCIZva1YHdOBCqf4DOB
0.476,0.689,4,-12.949,1,0.737,0.83,0.0,0.461,0.71,99.714,60133,True,0,Hater [Interlude],Mase,6XCnLIrGdNiIeLG8RGkKCT
0.75,0.822,6,-7.401,1,0.278,0.186,0.0,0.0617,0.837,96.082,249507,True,0,Niggaz Wanna Act [feat. Busta Rhymes],Mase,4CnNWrY6kUJM24pozAlnQh
0.828,0.637,1,-9.75,0,0.232,0.223,0.0,0.0983,0.54,105.155,204867,True,10,Feel So Good,Mase,7CjamIs0jFh8d7cF2ugQQA
0.838,0.72,10,-6.593,0,0.384,0.0312,1.11e-05,0.422,0.845,93.76,242947,True,5,What You Want [feat. Total],Mase,6I8Z0kOc4Y04gGtwDje9an
0.517,0.235,8,-21.08,1,0.831,0.937,0.0,0.327,0.554,167.822,108947,True,0,Phone Conversation [Interlude],Mase,2QnCSS8XSJpl4coIyNeRnr
0.864,0.51,6,-9.195,0,0.203,0.267,0.0,0.127,0.821,99.857,195907,True,0,Cheat On You [feat. Lil'Cease & Jay-Z],Mase,1REPmW20NZYl4gfQwkokJh
0.66,0.869,5,-5.917,0,0.265,0.0985,0.0,0.187,0.652,95.625,256040,True,2,"24 Hrs. To Live [feat. The Lox, Black Rob & DMX]",Mase,3NLGzre2XSc8w6tP0wwMgV
0.836,0.455,7,-9.308,1,0.115,0.046,7.31e-06,0.0942,0.609,132.042,312653,True,1,I Need To Be [feat. Monifah],Mase,3G26zkLKtgMJEsph5eZN9F
0.684,0.175,6,-23.831,1,0.928,0.976,0.0,0.523,0.581,139.029,56827,True,0,Watch Your Back [Interlude],Mase,4Ieabr6Gdwizsl6iwaNabz
0.765,0.619,9,-7.553,0,0.228,0.0547,0.0153,0.11,0.438,92.075,263173,True,0,Wanna Hurt Mase?,Mase,2GTKcA7bheGjObDmx5EpP8
0.516,0.53,10,-7.437,1,0.04,0.19,1.19e-06,0.0965,0.343,186.339,384400,True,0,Jealous Guy [feat. 112],Mase,2gDuM903sTIla4J2qdRM5F
0.0636,0.997,6,-18.894,0,0.0493,0.144,0.954,0.792,1e-05,73.251,220000,False,1,Grey Clouds,Outside Broadcast Recordings,2kzzNsQK8USmyFw6Hq4d76
0.18,0.999,11,-17.49,0,0.0512,0.749,0.906,0.936,0.00789,89.241,206983,False,1,Hail Gives Way to Rain,Outside Broadcast Recordings,2T6huYER47qBAp0W1LOIIY
0.169,0.97,1,-12.398,1,0.0925,3.82e-05,0.00323,0.107,0.0272,130.691,210633,False,1,Waterside Rain,Outside Broadcast Recordings,5HnSvbqbbVEOF334bsmNpd
0.113,0.999,7,-13.956,1,0.065,0.865,0.344,0.805,1e-05,94.171,194275,False,1,Rain Outside,Outside Broadcast Recordings,3ichwkmRIEolI9wBhCsNF2
0.196,0.966,1,-15.306,1,0.0894,0.0,0.876,0.442,0.0262,80.447,207593,False,1,Raindrops on Window,Outside Broadcast Recordings,51Ufdpr3tBoROOp1rW7KQz
0.167,1.0,5,-10.816,0,0.0583,0.687,0.862,0.919,1e-05,125.511,226910,False,1,Raindrops,Outside Broadcast Recordings,4KYXWmGZT3LSDv3GM9X6vT
0.354,0.995,1,-17.863,0,0.0429,0.14,0.907,0.286,0.0201,98.025,212728,False,1,Rain on Glass,Outside Broadcast Recordings,7s54HivffDPFeEaCB8A4yi
0.183,1.0,3,-10.867,0,0.0537,0.983,0.92,0.967,1e-05,105.064,196245,False,1,February Rain,Outside Broadcast Recordings,5W3142ITck2I69iaZGDkTP
0.28,0.998,0,-19.612,0,0.0462,0.816,0.815,0.921,1e-05,116.663,195000,False,1,Hail Stone,Outside Broadcast Recordings,3Fy7zgKaCaj2ujggnMWg0w
0.191,0.965,5,-16.593,0,0.0585,9.57e-05,0.981,0.418,0.0197,80.474,197944,False,1,Rainfall on Skylight,Outside Broadcast Recordings,5ICjjBMmDIN9CdWHJjg3D7
0.147,0.998,8,-14.374,0,0.07,0.689,0.967,0.89,1e-05,137.368,226272,False,1,Rain on the Pane,Outside Broadcast Recordings,25LGj8Uu1KQUYA4390Yib4
0.23,1.0,2,-10.138,1,0.0774,0.902,0.965,0.919,0.00757,129.302,230286,False,1,Wet Weather,Outside Broadcast Recordings,5nBDDnmB6JJNBDShnAQy6m
0.164,0.999,1,-15.501,1,0.0482,0.473,0.979,0.834,0.000976,91.349,227340,False,1,In from the Rain,Outside Broadcast Recordings,73a5hftqNGLGOUE9aULw76
0.257,0.999,8,-21.387,1,0.25,0.589,0.763,0.85,0.00209,133.137,135021,False,1,A Walk in the Rain,Outside Broadcast Recordings,3MssZ7EqSTMKKv0uGyVVz0
0.0678,0.485,7,-16.976,1,0.0877,0.0,0.973,0.087,0.0387,69.311,195046,False,1,It's Raining,Outside Broadcast Recordings,2w53xMrHrve3rONLCpYeIy
0.248,1.0,1,-16.792,1,0.0474,0.136,0.991,0.514,0.00809,92.146,206166,False,1,March Rain,Outside Broadcast Recordings,69MHkifizvw0MKGZSeBnxS
0.168,1.0,8,-18.981,0,0.0531,0.775,0.571,0.806,1e-05,124.238,240000,False,1,Rain on the Lake,Outside Broadcast Recordings,5XTS7SdAxjievsmnWhuiGd
0.165,0.999,4,-21.586,0,0.0548,0.857,0.658,0.957,1e-05,113.132,195000,False,1,Downpour on the Patio,Outside Broadcast Recordings,1x4sFXj0eBXrNJ2UwFJeRu
0.236,1.0,9,-15.464,1,0.0513,0.849,0.977,0.671,1e-05,60.215,235012,False,1,The Rain Leaks Through,Outside Broadcast Recordings,4GR8Kxc21k85XdaQiiOpBH
0.0804,0.948,7,-15.08,1,0.0875,0.166,0.0682,0.73,0.0212,169.241,199266,False,1,Rain at Breakfast,Outside Broadcast Recordings,78qEKjEuwDjsfyZrndbcNn
0.189,0.997,6,-19.52,0,0.0537,0.152,0.961,0.811,1e-05,103.985,193955,False,1,A Good Soaking,Outside Broadcast Recordings,4rHD2fEdCzKBERSWu8F4pu
0.168,1.0,1,-12.508,0,0.0454,0.894,0.984,0.903,0.000364,137.834,226910,False,1,Waves of Rain,Outside Broadcast Recordings,4ksxOlpEvrkyAL90pUj48B
0.194,0.957,1,-11.68,1,0.0677,1.69e-06,0.982,0.418,0.0372,79.876,197944,False,1,Panes of Rain,Outside Broadcast Recordings,4RnJtpIbS9cvjPLyBqaO02
0.102,0.923,4,-12.408,0,0.0805,2.55e-06,0.972,0.489,0.0138,83.526,227414,False,1,Autumn Downpour,Outside Broadcast Recordings,3LVIQ5hqL3vxAkzkwl4Npn
0.195,0.999,6,-12.265,1,0.0398,0.753,0.995,0.945,1e-05,87.729,199223,False,1,Cats and Dogs,Outside Broadcast Recordings,4PnwCotkGSA0G3ZgucwwPk
0.208,0.675,1,-20.536,1,0.117,0.0,0.62,0.0897,0.0794,116.508,210278,False,1,Birth of the Storm,Outside Broadcast Recordings,340nmIS16u65SaJNba4uPV
0.053,0.772,7,-15.071,1,0.0758,2.71e-06,0.0,0.645,0.00761,60.899,206108,False,1,Rain on Canvas,Outside Broadcast Recordings,5CbhtBuzFJlp3iVOKixA0J
0.199,0.801,6,-17.986,0,0.0627,1.5e-06,0.906,0.459,0.0551,68.81,222409,False,1,Drops of Rain,Outside Broadcast Recordings,43VBqV9g1BKilkiGMSs6g2
0.158,0.99,10,-20.927,0,0.0808,0.0691,0.423,0.497,0.00694,108.253,248283,False,1,Rains,Outside Broadcast Recordings,7HQn9racILqB93AnmFthGP
0.0741,0.984,0,-15.069,0,0.164,0.00248,0.857,0.562,0.00104,172.557,216236,False,1,Summertime Rain,Outside Broadcast Recordings,2qmxR8nTnyclfRtrQvJQ0L
0.311,0.993,2,-10.664,0,0.0461,0.925,1.0,0.398,0.0334,93.253,183984,False,1,Rain on Open Window,Outside Broadcast Recordings,0gss39CbyBVts7jxwEcPM8
0.147,0.999,11,-17.368,0,0.0515,0.883,0.633,0.939,1e-05,137.168,158083,False,1,Rain Fills the Barrell,Outside Broadcast Recordings,2cMan9i4DILZyw4U1HO9bW
0.0583,0.988,1,-19.223,1,0.0451,0.191,0.997,0.485,0.0267,225.103,217972,False,1,Elements Outdoors,Outside Broadcast Recordings,7w5kAb5W0m8L2eeAJgRIN1
0.163,0.981,1,-15.795,1,0.068,0.433,0.982,0.387,0.00605,78.798,240000,False,1,Rain in March,Outside Broadcast Recordings,7M0FgiG4HNmqOsfj2EJZtk
0.148,0.999,1,-16.936,0,0.0454,0.899,0.842,0.947,1e-05,137.034,211867,False,1,Brook Rain,Outside Broadcast Recordings,0v252UJzmJCBaevEo42uGI
0.161,0.999,8,-14.376,0,0.0779,0.691,0.966,0.884,1e-05,110.879,226272,False,1,Rain on Window,Outside Broadcast Recordings,1cXr3Vo20J4jlmA8Lzaewe
0.228,1.0,11,-8.326,0,0.0497,0.823,0.978,0.909,1e-05,101.385,236581,False,1,Wet Day,Outside Broadcast Recordings,3cL4qYoHlXR4xBHeERZs7O
0.165,0.996,11,-19.511,0,0.0559,0.3,0.95,0.487,0.00604,111.004,190485,False,1,February Rainfall,Outside Broadcast Recordings,3TMuD2lgZceQHIo5WgOEki
0.316,0.992,6,-25.454,1,0.0407,0.0981,0.623,0.964,0.0102,79.59,217010,False,1,Camping in March,Outside Broadcast Recordings,2KoVXJ89Lp3z8fwgRnWHmH
0.144,0.41,6,-25.896,0,0.0548,0.174,0.836,0.335,0.000469,74.393,195515,False,1,Greenhouse Rain,Outside Broadcast Recordings,5Cl0Vx5LAtXpKYLrOymAxY
0.13,1.0,1,-16.089,0,0.0636,0.73,0.991,0.963,1e-05,143.781,229028,False,1,Friday Rain,Outside Broadcast Recordings,3dF0RPLOaGjXiUjXjh9DYL
0.259,1.0,11,-14.542,0,0.0718,0.26,0.96,0.89,0.00569,123.9,201045,False,1,Night-Time Downpour,Outside Broadcast Recordings,2kOVOrJFpemzyzjhoZFiKs
0.165,0.999,1,-9.947,0,0.0645,0.788,0.98,0.903,1e-05,113.02,226910,False,1,Heavens Open,Outside Broadcast Recordings,4ukGSiEN7z1VC4PWLIrB3M
0.164,0.933,6,-22.537,0,0.0616,0.91,0.928,0.917,1e-05,126.772,237280,False,1,Monday Morning Rain,Outside Broadcast Recordings,7lUaAnqLqxpdlzMcSfvAjd
0.458,0.7,3,-4.776,1,0.0324,0.508,0.389,0.363,0.535,130.357,134933,False,11,Bird Song,The Holy Modal Rounders,6GKfydRsRiBIlmBOFNrH5Q
0.681,0.418,4,-12.522,1,0.0366,0.635,0.809,0.0964,0.472,104.488,82533,False,2,One Will Do for Now,The Holy Modal Rounders,0KGwuaWEasbsMnlQ5jP79y
